,ID,Empathy Score,Empathy Score Shifted,Empathy Score Binary,Text,ColumnID,answer changed?,Email1 CE no,Email1 CE yes,Email1 AE no,Email1 AE yes,Email1 CE+AE no,Email1 CE+AE yes,Email2 CE no,Email2 CE yes,Email2 AE no,Email2 AE yes,Email2 CE+AE no,Email2 CE+AE yes
167,228,1,4,0,"Hallo Herr Thiele, Sie können verstehen, das aufgrund des vorherigen Mitarbeiters gekündigt wurde. Somit bin ich für jeden abgesprungenen Kunden verantwortlich. Sie haben richtig gehandelt und die anderen um Hilfe und Entscheidung gebeten. Bitte arbeiten Sie jedoch bitte noch sorgfältiger, da wir es uns nicht erlauben können, das noch  weitere Kunden abspringen.",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,2.0,0.0,1.0,0,3
168,229,3,6,1,"Guten Tag Herr Thiele,  ihr verhalten in Bezug auf die Bearbeitung des Großkunden war sicherlich nicht böswillig gemeint, jedoch in der Vorgehensweise nicht korrekt. Sie hätten mich trotz Meetings direkt informieren sollen, da diese Themen aktuell für unsere Firma oberste Priorität haben. Ich bewundere Ihren Mut, dass Sie sich diesem Problem direkt selbst angenommen haben und alles im Sinne der Firma erledigen wollten, um den Kunden zufrieden zu stellen, jedoch war es in dieser Situation die falsche Entscheidung. Ich werde Ihnen daher keine Abmahnung geben, jedoch drum Bitten, mich in Zukunft, wie abgesprochen, stets zu informieren. Jeder Kundenkontakt läuft aktuell direkt über mich.    Mit freundlichen Grüßen",email1,0.0,0.0,2.0,0.0,1.0,0,3,0.0,2.0,0.0,1.0,0,3
169,231,2,5,1,"Guten Tag Herr Thiele,  vielen Dank für Ihr Engagement. Ich verstehe Ihre Situation. Wir sollten uns in der nächsten Woche als Team zusammensetzen und über eine Lösung und den Umgang in solchen Situationen finden.  Lieben Dank",email1,1.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,4.0,0,5
170,232,2,5,1,"Hallo Herr Thiele,     ich kann verstehen und glaube Ihnen, dass Sie alles richtig machen wollten.....auch andere Kollegen dazu befragt haben.  Die Kundin verlangt nun ihr Geld zurück und wird auch in Zukunft nicht mehr bei uns bestellen. Das ist natürlich sehr schade, aber ich werde mich bemühen, sie als Grosskundin nicht zu verlieren.  Im Endeffekt teile ich Ihnen mit, dass diese Sache für Sie keinen Nachteil bringen wird...wie gesagt, Sie wollten das Beste für unsere Firma und deshalb stehe ich als Abteilungsleiterin hinter Ihnen.",email1,1.0,0.0,2.0,0.0,0.0,0,2,0.0,1.0,0.0,1.0,0,2
171,234,0,3,0,Ich werde mich nochmals mit der Kundin unterhalten und nach einer Lösung suchen mg,email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0,1
172,235,4,7,1,"Sehr geehrter Herr Thiele,    mir ist sehr bewusst, dass Sie nur in Interesse unserer Firma und damit auch in meinem Interesse gehandelt haben. Wahrscheinlich wäre uns dieser Großkunde auch verloren gegangen, wenn Sie gestern nicht gehandelt hätten. Ich danke Ihnen sehr für Ihren gestrigen Einsatz. Fehler passieren den besten Leuten und das nächste Mal, wenn wir in so eine Situation kommen, bitte ich Sie, mich kurz aus meiner Besprechung zu holen, um nochmal einen Blick auf Ihre Geschäftsabwicklung zu werfen, bevor Sie den Großkunden mit seiner Ware versorgen. Sollte denn etwas schief gehen, bleibt es nicht auf Ihnen sitzen.   Mit freundlichen Grüßen  ...",email1,1.0,0.0,2.0,0.0,2.0,0,4,0.0,2.0,0.0,1.0,0,3
173,236,4,7,1,"Hallo Herr Thiele,  Vielen Dank für Ihre prompte Antwort.  Ich weiss ihr Engagement sehr zu schätzen. Ja stimmt, ich war gestern den ganzen Tag in Besprechung. Allerdings hätten Sie mich aus der Besprechung jederzeit herausholen können. Sie wissen ja wie anspruchsvoll dieser Kunde ist.  Wenn Sie morgen im Büro sind, besprechen wir uns und rufen dann den Kunden gemeinsam an. Ich bin mir sicher da ist noch was zu retten. Wir bekommen das schon gemeinsam hin.  Bis morgen und machen Sie sich nicht so viel Kopf.",email1,1.0,0.0,0.0,0.0,4.0,0,4,0.0,1.0,0.0,4.0,0,5
174,237,0,3,0,"Sehr geehrter Herr Thiele,  ich nehme Ihr schreiben zu Kenntnis, leider sehe ich mich aber gezwungen Sie abzumahnen damit so etwas nicht wieder vorkommt. In Zukunft möchte ich das Sie mit mir Rücksprache halten wenn etwas bei einer Bestellung nicht so ausgeliefert werden kann wie der Kunde es möchte.  Mit freundlichen Grüßen  Ihr Chef",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1,0
175,238,1,4,0,"Sehr geehrter Herr Thiele, sie haben richtig gehandelt, daraus entstehen ihnen auch keine Nachteile.",email1,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,1.0,0.0,1,0
176,239,1,4,0,"Entschuldigung, dass ich nicht da war, als Sie mich brauchten, ich saß den ganzen Tag in einer Besprechung fest, Sie müssen sofort ins Büro kommen.  Ich werde auch andere herbeirufen, wir müssen den Weg nach vorn kennen und planen, wir müssen unseren Top-Tier-Kunden beschwichtigen.",email1,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0.0,2.0,0,3
177,242,0,3,0,Auch mit unserer 24 h Frist möchte ich im vorhinein über alle transaktionen mit unseren Grosskunden informiert werden und die entscheidung absegneten.,email1,1.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1,0
178,243,-1,2,0,"Sehr geehrter Herr Thiele,  ich bitte Sie in Zukunft mich sofort zu informieren, wenn einer der wichtigsten Kunden uns einen Auftrag zusendet. Es ist klar abgesprochen, dass nur ich die Aufträge bearbeite. Ich hätte die Besprechungen verlassen können. Sie haben mit diesem Aufträgen nichts zu tun.  Das ist auch schriftlich festgehalten. Sollten Sie in Zukunft  sich nicht an Absprachen halten were ich mich dafür einsetzen Sie in eine andere Abteilung zu versetzen  ;Mit freundlichen Grüßen",email1,1.0,1.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,1.0,1,2
179,244,1,4,0,"Sehr geehrte Herr Thiele,     wohlan Ihr handeln als Gutmütig galt , so hat es dem Unternehmen massiv geschadet. Es ist meine Aufgabe unsere Kundenangebote zu bearbeiten und wenn ich es mal nicht im Rahmen der 24 Stunden schaffe, so hätte ich eine Alternative gefunden , um die Zufriedenheit gewährleisten zu können.    Aufgrund Ihres vorgehens muss ich Ihnen mitteilen , das Sie für die Kündigung vorgeschlagen werden.    Mit freundlichen Grüßen    XYU",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,3.0,0.0,3.0,0,6
180,245,2,5,1,"Sie haben im besten Wissen gehandelt, dafür danke ich Ihnen. Fehler machen wir alle, dafür bin ich Ihnen nicht böse. Aber wir müssen einen Plan erstellen, wie gehandelt werden muss, wenn ich nicht da bin. Wir werden weiterhin  einen Trainer engagieren, der uns hilft, einen Kunden ohne negative Konsequenzen auch mal einen Tag vertrösten zu können.",email1,0.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,1.0,0,2
181,247,-1,2,0,"Sehr geehrter Herr Thiele,  ihre Ausführungen habe ich zur Kenntnis genommen. Allerding kann ich diese so nicht teilen und darauf hinweisen, dass wir aufgrund der aktuellen Situation auf jeden Großkunden angewiesen sind. Es hat deshalb oberste Priorität unsere Kunden zufrieden zu stellen. Der Verlust der Kundin wird entsprechende Konsequenzen haben und das Thema muss im Gespräch aufgearbeitet werden.",email1,1.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0,1
182,248,-2,1,0,"Sehr geehrter Herr Thiele,  Ihnen ist doch bewusst gewesen welch Priorität dieser Kunde in unserem Hause hat. Da ist Ihnen nicht mal in den Sinn gekommen mich aus einer der Besprechungen zu holen um den Auftrag gemeinsam zu bearbeiten. Da der Kunde eine Entschädigung für Ihre  Glanzleistung  verlangt, erwarte ich einen Vorschlag, Ihrererseits um diese Forderung zu entkräten.",email1,0.0,2.0,0.0,0.0,0.0,2,0,2.0,0.0,0.0,0.0,2,0
183,249,0,3,0,"Leider haben Sie eine missliche Situation hervorgerufen, die unserer Firma schadet, sie werden aufgefordert, Schadenersatz zu leisten",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
184,250,0,3,0,unsere Firma lebt von Aufträgen und zufriedenen Kunden. Daher ist es immer erforderlich den Kunden in vorderster Front zu stellen. Die Wünsche der Kunden sind zu erfüllen. Es wird uns ein beträchtlicher Schaden entstehen,email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,0,2
185,251,1,4,0,"Hallo Herr Thiele,  mir ist im Klaren, dass Sie kundenorientiert handeln wollten. Nun werden Sie dennoch in Zukunft auch wenn es lange dauert auf mich warten und keine eigenmächtigen Aktionen vollführen.   Zudem reicht eine Zustimmung Ihrer Kollegen nicht um danach zu handeln. Sie sollen auf Ihren Vorgesetzten und dessen Entscheidungen im Falle der Großkunden warten und ausschließlich danach handeln. Dies ist eine Firmenverordnung an die es sich zu halten gilt.",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,2.0,0,3
186,252,1,4,0,"Sehr geehrter Herr Thiele,    so sehr ich einerseits Ihr Engagement und die Lösungsorientierung schätze, steht dem jedoch auch das nun vorliegene Resultat gegenüber. Die zugrundeliegende Problematik bzw. die Gefahren für unser Unternehmen waren klar und klar kommuniziert. Umso mehr hätte es der Befolgung der vereinbarten Wege und Prozesse bedurft - auch wenn ich als derjenige, der die Verantwortung und primäre Entscheidungskompetenz trägt, persönlich nicht direkt greifbar bin.    Ich bitte um Verständnis dafür, dass ich mich entsprechend nicht generell iS. eines  Kugelfangs  vor Sie stellen kann, je nachdem welche Konsequenzen sich nun aus der Causa ergeben. Es sollte Ihnen entsprechend bewusst sein, dass dieses Ereignis schlechtestenfalls nun negtive berufliche Konsequenzen für Sie haben könnte.    Mit freundlichen Grüßen",email1,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0.0,2.0,0,3
187,254,0,3,0,Da sie Geschäftsinteressen verletzt haben erteile ich ihnen eine Abmahnung. Sie haben geschäftsschädigend und eigenmächtig gehandelt und gegen Anordnungen verstoßen.,email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0,1
188,256,0,3,0,"Sehr geehrter Herr THiele,    leider muss ich Ihr Vorgehen entschieden kritisieren. Das hätte so nicht passieren dürfen. Gerne würde ich alles Weitere in einem persönlichen Gespräch mit Ihnen klären. Danke für Ihr Verständnis.    Mit freundlichen Grüßen",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,1
189,257,1,4,0,"Sehr geehrter Herr Thiele,  ich erwarte in Zukunft, daß eine vorherige Abstimmung mit mir vorgenommen wird.  Daß Sie Kontakt zur Kundin aufgenommen haben, schätze ich, allerdings nicht die eigenmächtige Erledigung.",email1,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0,0
190,258,1,4,0,Ihr Handeln war gerechtfertigt aber wieso wurde das falsche geliefert,email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,2.0,0.0,0.0,0,2
191,259,0,3,0,Herr Thiele   Sie hätten versuchen müssen mich um kontaktieren um sich mit mir abzustimmen.  Wir hätten gemeinsam diesem Schaden für unsere Firma abwenden können.   Ich muss die Verantwortung für ihr Tun übernehmen.   Gruß,email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,1
192,260,0,3,0,"Lieber Herr Thiele,  wie Sie wissen ist es für die Wirtschaftlichkeit des Unternehmens wichtig, die Kunden zu halten und zufrieden zustellen. Auch müssen alle zusammenarbeiten um optimale Lösungen zu finden, was ich für die Aufarbeitung erwarte.   Mit besten Grüßen",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,1
193,261,2,5,1,"Hallo Herr Thiele,    ich verstehe durchaus Ihre Vorgehensweise und schätze genauso Ihre Eigeninitiative. Dennoch hätte hier die Kommunikation und Absprache mit mir stattfinden müssen. Sie hätten versuchen können mich in einem meiner Meetings zu erreichen. Leider wurden unserem wichtigen Kunden falsche Computersysteme geliefert und der Kunde wird aufgrund dessen zukünftig nicht mehr bei uns bestellen.  Gerne können wir uns wenn Sie nächste Woche wieder im Büro sind persönlich dazu austauschen.    Mit freundlichen Grüßen",email1,1.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,1.0,0,2
194,263,-1,2,0,"Hallo Herr Thiele. Es ist zutreffend, dass ich im genannten Zeitraum aufgrund anderer Verpflichtungen nicht erreichbar war. Ungeachtet dessen, wäre es Ihre Verpflichtung gewesen, den Auftrag intensiver zu prüfen. Durch Ihr Verschulden, ist unser Unternehmen erneut in Verruf geraten.",email1,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0,0
195,264,0,3,0,"Herr Thile!  Bearbeiten sie den Fall nach besten Wissen udn Gewissen, Ein weiterer Fauxpas wie beim letzten  Großkunden, könnten schwere Konsequenzen für sie haben. Also an die Arbeit ich erwarte ihren Bericht in Kütze",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,1
196,267,-1,2,0,"Hallo Herr Thiele, sie hätten genug Zeit und Gelegenheit gehabt mich zu informieren, ich war ja nicht die ganze Arbeitszeit in der Besprechung. Sie hätten diese Entscheidung nicht alleine treffen dürfen. Die Folgen ihres Handelns sind derzeit noch nicht absehbar.   MfG",email1,1.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0,1
197,268,1,4,0,"Sehr geehrter Herr Thiele, sicherlich haben sie versucht im besten Interesse zu handeln. Dennoch ist es nicht akzeptabel, dass Geräte ausgeliefert werden, die nicht den Ansprüchen des Kunden gerecht werden. Die Folgen erleben wir jetzt hautnah. Wenn ich nicht erreichbar bin müssen Sie versuchen den nächsthöheren Vorgesetzten zu erreichen. Welche Folgen Ihr Verhalten für Sie haben wird bleibt abzuwarten.",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,2.0,0.0,0.0,0,2
198,269,0,3,0,"Hallo Herr Thiele,  bitte kommen Sie morgen ins Büro, damit wir das Thema persönlich lösen können.  Vielen Dank.",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0,1
199,270,0,3,0,"Lieber Herr Thiele,  ich habe von der Kundin erfahren, wie verärgert sie ist, dass die gelieferten Computer die falschen Merkmale aufweisen. Von Ihnen habe ich gehört, dass Sie den Auftrag nur aus scheinbarem Zeitdruck übernommen haben. Das Ergebnis ist mehr als ungut, wenn wir so eine unserer wichtigsten Kundinnen verlieren sollten. Ihnen ist hoffenlich klar, welche Konsequenzen das für mich und Sie haben könnte. Bitte informieren Sie in einem ähnlichen Fall in der Zukunft unbedingt mich, und handeln nicht selbstständig.  Mit freundlichen, besorgten Grüßen,",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,1
200,271,0,3,0,"um solche Fehler in Zukunft zu vermeiden, werden wir uns die Zeit nehmen alle 4 Stunden ein Telefonat/Meeting abzuhalten um solche Unstimmigkeiten in Zukunft zu vermeiden. Da können wir auch die weitere Vorgehensweise besprechen",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
201,278,1,4,0,"Sehr geehrter Herr Thiele,  es ist mir klar das wo Menschen arbeiten Fehler passieren können. Daher ist es extrem wichtig bei unseren Großkunden die notwendige Sorgfalt walten zu lassen um solche Fehler zu minimieren und im besten Falle ganz auszuschließen.   Ich werde versuchen die Wogen zu glätten in der Hoffnung das uns die Fa. XY noch eine zweite Chance einräumt. Trotzdem bitte ich in den nächsten Tagen um ein Gespräch miteinander.",email1,0.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
202,281,-2,1,0,Herr Thiele Sie haben mich enttäuscht. So kann das nicht weiter gehen. Erste Mahnung geht raus und dann ist der Spaß vorbei. Nächste Mal rufen sie direkt an.,email1,1.0,1.0,0.0,1.0,0.0,2,0,0.0,0.0,0.0,1.0,0,1
203,282,0,3,0,Um ehrlich zu sein bin ich mit Ihrer Entscheidung und Handeln nicht einverstanden. Eine vorherige Absprache wäre erforderlich gewesen. Aufgrund dieses Vorfalls bitte ich Sie zu einem persönlichen Gespräch. Bitte stellen Sie einen Termin ein.,email1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
204,283,2,5,1,"Guten Tag Herr Thiele  Danke für Ihren Einsatz. Ich verstehe den Gedanken hinter Ihrem Einschreiten, Natürlich ist es trotzdem Schade, dass wir dadurch nun wohl einen wichtigen Kunden verloren haben. Lassen Sie uns das Vorgehen zukünftig genauer besprechen.",email1,1.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,2.0,0,3
205,284,-1,2,0,"Hilfe ist immer gerne gesehen. Allerdings benötigt man dazu auch die notwendigen Kenntnisse, die Sie allem Anschein nach nicht vorzuweisen haben. Insofern war Ihre Entscheidung falsch.",email1,1.0,1.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,1,1
206,287,2,5,1,"ich verstehe den Grund Ihres Handelns und danke für die Bemühungen.  Wir sollten trotzdem künftig solche Fehler minimieren und vermeiden.  Könnten Sie mir einen Vorschlag machen, was wir künftig ändern sollten?",email1,1.0,0.0,1.0,0.0,1.0,0,2,0.0,1.0,0.0,1.0,0,2
207,288,2,5,1,"Ihre Entscheidung war richtig.  Natürlich passieren immer mal Fehler und ich möchte Sie Morgen persönlich sprechen!  Dann entscheiden wir, wie wir solche Fehler vermeiden.",email1,1.0,0.0,1.0,0.0,1.0,0,2,0.0,0.0,0.0,1.0,0,1
208,289,1,4,0,"Sehr geehrter Herr Thiele,  ich kann Ihr Vorgehen nachvollziehen, dennoch bitte ich Sie zukünftig keine Entscheidungen dieser Art eigenmächtig zu entscheiden und zu bearbeiten. Gern würde ich mit Ihnen und den Kollegen dazu einen Prozess erarbeiten im Fall meiner nicht Erreichbarkeit.   Freundliche Grüße",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
209,290,2,5,1,"Hallo Herr Thiele,  aufgrund der Tatsache, dass wir einen großen Kunden durch ihr handeln verlieren, bin ich leider nicht sonderlich begeistert.  Allerdings finde ich es bemerkenswert gut, wie sehr sie sich an die Kundenzufriedenheit und unsere Problemlösung innerhalb von 24 Stunden halten wollten.  Hierfür spreche ich Ihnen großes Lob aus, da nicht jeder Mitarbeiter gleich gehandelt hätte.",email1,1.0,0.0,0.0,0.0,2.0,0,2,0.0,0.0,0.0,2.0,0,2
210,291,1,4,0,das war sehr nett von Ihnen Herr Thiele das sie den Auftrag  von der Grosskundin so schnell bearbeitet haben. Leider wurde der Auftrag fehlerhaft bearbeitet und deshalb Kündigt die Kundin uns die zusammen arbeitet und geht zur Konkurrenz.  Ich  bitte Sie das nächste Mal mich vorher zu informieren wenn es um eine Bestellung von einen Grosskunden geht (z B eine kurze  Email schreiben) dann können wir uns absprechen wie der Auftrag bearbeitet werden kann,email1,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0.0,2.0,0,3
211,292,1,4,0,"Sehr geehrter Herr Thiele,    aufgrund ihres eigenständigen Handel wurde die Geschäftsbeziehung unseres Kunden gekündigt. Ich kann zwar ihre Schritte nachvollziehen wie Sie gehandelt hat, jedoch ist der Kunde König und es läuft so ab wie er möchte. Das nächste Mal halten Sie sich nach den vorgegebenen Parameter.",email1,0.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0,1
212,294,0,3,0,"Lieber Leon,   der Kunden welcher gestern  beliefert wurde, hat leider die falschen PC's erhalten. Bitte um deinen Rückruf ich möchte das Thema bitte persönlich mit dir besprechen.  Bitte finde hierzu heute  zeit!     schöne Grüße",email1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
213,295,-1,2,0,"Hallo Hr. Thiele,    leider hat Ihr Handeln schlechte Auswirkungen auf unseren Geschäftsbereich. Die Kundin Fr. X hat sich über Sie beklagt. Ihre Rechtfertigung, meine Abwesenheit als Grund für Ihr Handeln herbeizuführen, ist für mich nicht nachvollziehbar. Sie kennen unsere Geschäftsabläufe.     Ich mahne Sie hiermit ab und bitte in Zukunft um überlegtes Handeln.    Mit freundlichen Grüßen",email1,1.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,1,0
214,297,1,4,0,"Hallo, Herr Thiele,  betreffend des Auftrags X, den sie bearbeitet haben, möchte ich eins klarstellen:  Es ist gut, dass sie eigenständig gehandelt haben, aber:  - die Aufträge sollen nur über mich laufen, sie hätten den Kunden vertrösten müssen  - die Kundenzufriedenheit war nicht gewährleistet, weil nicht die notwendige Spezifikation von PCs geliefert werden konnte  In Zukunft sollten sie nur noch eigenständig Aufträge (ohne mein O.K.) bearbeiten, wenn die Aufträge sehr klar sind  Unsere Firma kann es sich nicht leisten, weitere Großaufträge zu verlieren",email1,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,2.0,0,2
215,298,0,3,0,"Hallo Herr Thiele,  Die Großkunden sind sehr sensibel und alle zugehörigen Aufträge müssen mit höchster Genauigkeit und Dribglichkeit bearbeitet werden. Jedoch müssen gleichzeitig alle Aufträge über meinen Tisch gehen. Das wurde auch in der Vergangenheit so kommuniziert. Den Fehler können wir vermutlich nicht mehr gut machen. Wir sollten aber einen gemeinsamen Termkn mit dem Kunden vereinbaren und das Geschehene aufarbeiten.",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,1.0,0,2
216,299,1,4,0,"Sehr geehrter Herr Thiele,   das ist natürlich sehr schlecht gelaufen, es steht nun eine finanzielle Entschädigung für den Kunden und der Verlust des Kunden im Raum.  Herr Thiele haben Sie eine Idee, wie wir den Fehler beim Kunden wieder gutmachen können? Das würde unserer Abteilung sehr helfen, wenn wir das wieder hinbekommen. Herr Thiele, ich zähle auf Sie. Ich bitte um einen sehr zeitnahen Anruf.",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,2.0,0.0,0.0,0,2
217,304,-1,2,0,leider bin ich aus beruflichen gründen nicht in der lage gewesen um mich um ihren auftrag zu kümmern.ich dachte das ich den auftrag an sie weiter deligieren kann aber das war wohl eintrugschluss.ich werde mich sofort darum kümmern und die verärgerung des kunden zu besänftigen.über das andere werde ich in einem 4 augengespräch mit ihnen auseinandersetzen,email1,0.0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,1,0
218,305,-1,2,0,"da habe ich nichts mehr dazu zusagen, wie so ein fehler passieren kann.",email1,1.0,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.0,0,1
219,307,1,4,0,"Sehr geehrter Herr Thiele,  dieser Auftrag & der Kunde sind äußert wichtig, für unsere Firma, ich bitte sie nochmals den Auftrag im vorgegeben Zeitfenster zu erledigen. Auch Ihre Karriere ist davon abhängig. Sollte es zu Komplikationen kommen, können Sie sich jederzeit gerne an mich wenden, ich werde Ihnen helfen.  MfG",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,2.0,0.0,0.0,0,2
220,311,2,5,1,"Sehr geehrter Herr Thiele, vielen Dank für die Rückmeldung. Inwiefern haben Sie den Auftrag mit der Kollegin besprochen und warum nicht gemeinsam bearbeitet? Gewisse Kundenaufträge (wie es dieser z.B. war) sind ausschließlich von mir zu bearbeiten. Bei eiligen und wichtigen Mails sind diese entsprechend zu markieren und werden von mir bearbeitet, auch in nichtchristlicher Zeit. Die gelieferte Ware ist nicht zufriedenstellend und wir werden nun in Regress genommen. Ebenfalls springt der Kunde ab.  Ich verweise hiermit nochmal an die internen Vorgaben, dass Auftrage von XY grds. von mir oder meiner Vertretung bearbeitet werden. Bemerkungen sind erlaubt. Bei eiligen Vorgängen bitte ich lediglich darum diese dann als solche zu markieren.  Ich bitte dies zukünftig zu beachten.",email1,1.0,0.0,1.0,0.0,1.0,0,2,1.0,1.0,0.0,1.0,1,2
221,312,0,3,0,"Hallo Herr Thiele,   Bitte schildern Sie mir die Situation.   Wir müssen mit dem Großkunde eine Kulanzlösung finden.  Bitte informieren Sie auch den Großkunden entsprechend. Danke.   Mit freundlichen Grüßen",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
222,313,-1,2,0,"Guten Morgen Herr Thiele, leider haben Sie gestern, entgegen aller Anweisungen, selbst einen Großkundenauftrag abgehandelt - und das leider fehlerhaft. Auf Grund dieser Tatsache werden wir nun wahrscheinlich einen weiteren Großkunden verlieren. Bitte setzen sich sich noch einmal ans Telefon und versuchen den Kunden doch noch zu beruhigen. Bieten Sie einen Preisnachlass von 25% an, für den Fall, dass er bereit ist den Auftrag doch durch uns erfüllen zu lassen. Setzen Sie sich nach dem Telefonat bitte sofort mit mir in Verbindung.  mfg",email1,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,1.0,0,1
223,316,0,3,0,Sie haben eigenmächtig im Sinne der Firma gehandelt.  Das erkenne ich an.  Leider haben Sie bei der Auslieferung an die Kundin aber einen eklatanten Fehler gemacht.  Dies wird Konsequenzen für Sie haben.,email1,1.0,1.0,1.0,0.0,0.0,1,1,0.0,1.0,0.0,0.0,0,1
224,318,1,4,0,"Sehr geehrter Herr Thiele, leider führte Ihr Einsatz zu einem unzufriedenen Kunden und ggfls. zu Strafzahlungen. Es war explizit vereinbart, dass ich solche Kunden betreue. Wenn ich wegen Besprechungen nicht dazu komme, dann liegt die Schuld bei mir, bzw. muss ich mir zukünftig dann halt zwischen einzelnen Meeting ein paar Minuten Zeit zur Prüfung nehmen. Daher möchte ich Sie bitte zukünftig selbstständige Bearbeitungen zu unterlassen.",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,2.0,0.0,0.0,0,2
225,319,1,4,0,"Sehr geehrter Herr Thiele,  Ich habe Verständnis für ihr Handeln und werde versuchen die Geschäftsleitung über den Vorgang informieren.",email1,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0,2
226,320,0,3,0,"Sehr geehrter Herr Thiele,  Sie wissen, dass nur ich Großkunden bearbeite. Und ich arbeite auch noch nach Feierabend und wäre so auch noch ereichbar gewesen. Auch lese ich auch in Besprechungen dringende mail. Bitte handeln Sie in einem nächsten Fall entsprechend.   Vielen Dank  Grüße",email1,1.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0,1
227,322,4,7,1,"Guten Tag Herr Thiele,  zuallererst vielen Dank für Ihre Antwort. Dass ich den ganzen Tag in Besprechungen war ist zwar vollkommen richtig, das heißt aber nicht, dass ich vollkommen unerreichbar bin. Falls etwas wichtiges wie Aufträge von Großkunden ankommen muss ich informiert werden, egal auf welchem Wege. Alle Aufträge von Großkunden gehen über mich und dürfen nicht von Ihnen oder Ihren Kollegen bearbeitet werden, egal was man im Kollegenkreis entschieden hat. Ich erkenne, dass Sie keine böswilligen Absichten hatten und Sie den Kundenwunsch im Vordergrund gestellt haben. Ich werde volle Verantwortung für diesen Vorfall übernehmen, aber bitte unterlassen sie in Zukunft eine eigenständige Bearbeitung meiner Aufträge ohne vorherige Erlaubnis.",email1,1.0,0.0,2.0,0.0,2.0,0,4,0.0,3.0,0.0,0.0,0,3
228,323,-1,2,0,"Sie hätten mich trotz der Besprechungen per SMS, WhatsApp oder Emasil kontaktieren klönnen. Dann hätte ich Ihnen die richtigen Anweisungen geben können. Ich hätte immer Zeit gefunden, Ihre Nachricht zu lesen und zu beantworten.",email1,1.0,1.0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,1,1
